=== FINAL SESSION METRICS ===
Timestamp: 2026-03-24 16:28:33
Session Duration: 00:53:46
Total Orders: 74
Total Trades: 3079
Total Fees: 151.4652 USDT
Final Balance: -2718.91 USDT
Overall Win Rate: 0.0%
Average TPM: 57.25

=== ACTIVE ASSET LIST ===
ETHUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
KITEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
TRIAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ONDOUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
HOODUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
CUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
GALAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
HBARUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
XMRUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
WIFUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
PENGUUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ARBUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
XPLUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
CRVUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
GWEIUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
UNIUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
TRXUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
QQQUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
PUMPUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
PIXELUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
PIUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
BGBUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
MSFTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ATOMUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
AEROUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
BANUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SIGNUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ARMUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
CYSUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
LTCUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ETHFIUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ICPUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
FOLKSUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ENSOUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
INTCUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
1000BONKUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
RESOLVUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
PLTRUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
KASUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
BARDUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
POLYXUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SAHARAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
APPUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
RDDTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
GOOGLUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
EWJUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
TONUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
4USDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
HUMAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
VVVUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
MAGMAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SEIUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
METAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
OPNUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
KAITOUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ETCUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
AKTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
DEXEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
KATUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
MYXUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
APRUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
TSMUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
1000SATSUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ARUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ZETAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
WAXPUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
GUNUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
MAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
POLUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
TIAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
BASUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ARCUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ATHUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
XPTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
BERAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
LITUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
GASUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ZENUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
GRASSUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
INJUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
IPUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
AXSUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
MUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
NIGHTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
CETUSUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
DYDXUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
POWERUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ORCLUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ESPUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SPYUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
PHAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ICNTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
XOMUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
OXYUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
BATUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
CFGUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
MONUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
VELVETUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
GUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
PYTHUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
STABLEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
HUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ENJUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SKYAIUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
JUPUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ASMLUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
IOTXUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
TURBOUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
IRYSUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ANKRUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SANDUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ROBOUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SPXUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ALCHUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
KERNELUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
LDOUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
STGUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
2ZUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
BRETTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
JDUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
EIGENUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
PENDLEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
INXUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
龙虾USDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
STOUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
MANTRAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
GIGGLEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
FUTUUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
XANUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ARKMUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
CHZUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
OPENUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
XPDUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
GRIFFAINUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
JSTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ONGUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ICXUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
AGLDUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
DENTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
AINUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
RVNUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
CFXUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
NEOUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
IOTAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
COWUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ZKUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
STRKUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ZILUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
QNTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
CSCOUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
STXUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
NMRUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SPACEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ALGOUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SAPIENUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
FIGHTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
DYMUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
MOODENGUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
PLUMEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
1MBABYDOGEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
TAGUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
THEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
TRBUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
VETUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
0GUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
DASHUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
MORPHOUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ANIMEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
PROMUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ALICEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ORCAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
FLOCKUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
COPPERUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ORDERUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
PARTIUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
BABYUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
MEMEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
USELESSUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SUNUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
PEOPLEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
UBUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
AIXBTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
CVCUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
INITUSDT: Trades: 3079 | Win%: 0.0% | PnL: -3079.60
QTUMUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
FFUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SKRUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
MRVLUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
BANKUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
BABAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
WUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SNXUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
CROSSUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
KNCUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
BANANAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ZAMAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
EDENUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
REZUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SXTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
MEWUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
LAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
IRUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
CAKEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
LABUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
1000RATSUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
PNUTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
NILUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
BROCCOLIUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
MERLUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
FLOKIUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
RAVEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
BREVUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
FUNTOKENUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
LUNCUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ZORAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
BLESSUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ZRXUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
PIEVERSEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
JASMYUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
KGENUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
REDUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
AUCTIONUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
WCTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ENSUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SQDUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
CHRUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
QUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SKYUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
MMTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
APEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
CELOUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
STORJUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
CROUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SOPHUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
AVGOUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
KAVAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
GLMUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
BIRBUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
PEPUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
AZTECUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
STEEMUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
C98USDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ORDIUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
IOUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SSVUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
BSVUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ROSEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
VELOUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
HNTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
XVGUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ACHUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
POPCATUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
GOATUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
HYPERUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
GEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
RAYUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ZKPUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
BIOUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
IMXUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
CATIUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
MANAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
IBMUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
1000000MOGUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
AUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
UNHUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
WETUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
BUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
FUNUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
LPTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ELSAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ATAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
THETAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
COSTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
XPINUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
1INCHUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
YBUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
FLUIDUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
BOMEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
DEEPUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
MASKUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
MUBARAKUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
HAEDALUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
FORMUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
FIDAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
NOTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
XTZUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
TUTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
XAIUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
RUNEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ACXUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
COMPUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
LAYERUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
IOSTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
BBUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SENTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
B2USDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
PUFFERUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
TUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ACEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
OGNUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
MANTAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ACTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
LINEAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
CLOUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
VANAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
VELODROMEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
EPICUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
EGLDUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
VINEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
MELANIAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
HOLOUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
USUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ALTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
FRAXUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SOONUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
SLPUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
COPUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
AVNTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
BEAMUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
COOKIEUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
GMTUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
ALLOUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
GPSUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
MOCAUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
NOMUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
IDUSDT: Trades: 0 | Win%: 0.0% | PnL: 0.00
